dictId,index,term,base,level,definition,matchSummary
vocab,3291,migrate,,B2,if a bird or animal migrates it travels to another part of the world for warmer weather at a particular time of the year.,term:migrates (term_word)
vocab,3292,mild,,B2,Mild means not strong or severe.,term:mild (term_word)
vocab,3293,mile,,A2,A mile is a unit of distance equal to 1.6 kilometers.,term:mile (term_word)
vocab,3294,militant,,B2,"If someone is militant, they are angry and aggressive, and willing to fight easily.",term:militant (term_word)
vocab,3295,military,,B1,The military is the armed forces of a country.,term:military (term_word)
vocab,3296,milk,,A1,Milk is a white liquid produced by cows.,term:milk (term_word)
vocab,3297,mill,,B2,A mill is a building in which wheat is ground into flour.,term:mill (term_word)
vocab,3299,million,,A1,"A million is another way to write the number 1,000,000.",term:million (term_word)
vocab,3300,millionaire,,B2,A millionaire is a person who has at least a million dollars.,term:millionaire (term_word)
vocab,3301,mimic,,B2,"To mimic something means to copy the way it sounds, moves, looks, etc.",term:mimic (term_word)
vocab,3302,mind,,A2,The mind is the part of a person that thinks and feels.,term:mind (term_word)
vocab,3303,mine,,A1,Mine is used to show that something belongs to me.,term:mine (term_word)
vocab,3304,miner,,B2,A miner is a person who works in a mine.,term:miner (term_word)
vocab,3306,mingle,,B2,To mingle means to mix or associate with others.,term:mingle (term_word)
vocab,3307,minimal,,B2,"When something is minimal, it is very small.",term:minimal (term_word)
vocab,3308,minimize,,B2,To minimize means to reduce something to the lowest possible level.,term:minimize (term_word)
vocab,3309,minimum,,B2,The minimum is the smallest amount.,term:minimum (term_word)
vocab,3311,ministry,,B2,A ministry is a government department.,term:ministry (term_word)
vocab,3313,minor,,B2,A minor problem is a very small and unimportant problem.,term:minor (term_word)
vocab,3314,minority,,B2,A minority is a small group of people within a larger group.,term:minority (term_word)
vocab,3315,minute,,A1,A minute is a unit of time equal to 60 seconds.,term:minute (term_word)
vocab,3317,miracle,,B2,"A miracle is an unexpected blessing which seems almost impossible, like a gift from heaven.",term:miracle (term_word)
vocab,3318,mirror,,A1,"A mirror is usually made of glass, and you can see yourself in it.",term:mirror (term_word)
vocab,3319,mischief,,B2,Mischief is behavior that is meant to trick or cause trouble for people.,term:mischief (term_word)
vocab,3320,miserable,,B2,A miserable person is very unhappy.,term:miserable (term_word)
vocab,3321,misery,,B2,Misery is extreme suffering.,term:misery (term_word)
vocab,3322,misfortune,,B2,Misfortune is bad luck or an unlucky event.,term:misfortune (term_word)
vocab,3323,misguided,,B2,"When something is misguided, it is based on bad judgment or wrong beliefs.",term:misguided (term_word)
vocab,3325,misplace,,B2,To misplace something means to lose it.,term:misplace (term_word)
vocab,3326,miss,,A2,To miss is to fail to hit or catch something.,term:miss (term_word)
vocab,3327,mission,,B1,A mission is an important job that is sometimes far away.,term:mission (term_word)
vocab,3328,mist,,B2,Mist is water that can be seen in the air or on a surface.,term:mist (term_word)
vocab,3329,mistake,,A2,A mistake is something you do wrong.,term:mistake (term_word)
vocab,3330,mix,,A2,A mix is different things put together.,term:mix (term_word)
vocab,3331,mixture,,B1,A mixture is something that is made by mixing other things together.,term:mixture (term_word)
vocab,3335,moan,,B2,if someone moans they make a long low sound because of pain sadness or pleasure.,term:moans (term_word)
vocab,3336,mob,,B2,A mob is a large crowd of people that often wants to cause violence.,term:mob (term_word)
vocab,3337,mobile,,B2,"If something is mobile, it can be moved easily.",term:mobile (term_word)
vocab,3338,mobilize,,B2,To mobilize is to prepare an army to fight in a war.,term:mobilize (term_word)
vocab,3341,mode,,B2,A mode is a setting or condition on a machine.,term:mode (term_word)
vocab,3342,model,,A2,A model is an example or a person who poses for art.,term:model (term_word)
vocab,3343,moderate,,B2,"When something is moderate, it is not too big or too small in size or amount.",term:moderate (term_word)
vocab,3344,modern,,A2,A modern thing belongs to the current time.,term:modern (term_word)
vocab,3345,modest,,B2,"If people are modest, they do not think that they are too important.",term:modest (term_word)
vocab,3347,moist,,B2,"When something is moist, it is slightly wet.",term:moist (term_word)
vocab,3348,moisture,,B2,Moisture is small drops of water in the air or on a surface.,term:moisture (term_word)
vocab,3349,mold,,B2,A mold is a hollow container that is used to make certain shapes.,term:mold (term_word)
vocab,3350,molecule,,B2,A molecule is the smallest basic unit that makes up a physical substance.,term:molecule (term_word)
vocab,3351,mom,,A1,Mom is another word for mother.,term:mom (term_word)
vocab,3352,moment,,A1,A moment is a very short period of time.,term:moment (term_word)
vocab,3354,monastery,,B2,A monastery is a building in which monks live.,term:monastery (term_word)
vocab,3355,Monday,,A1,Monday is the day of the week after Sunday.,term:monday (term_word)
vocab,3356,monetary,,B2,"When something is monetary, it relates to money.",term:monetary (term_word)
vocab,3357,money,,A1,Money is what you use to buy things.,term:money (term_word)
vocab,3358,monitor,,B2,To monitor people or things is to watch them closely.,term:monitor (term_word)
vocab,3359,monk,,B2,A monk is a religious person who lives a simple life.,term:monk (term_word)
vocab,3360,monkey,,A2,A monkey is an animal with a long tail that lives in trees.,term:monkey (term_word)
vocab,3361,monolingual,,B2,"If someone is monolingual, then they speak only one language.",term:monolingual (term_word)
vocab,3362,monster,,A2,"A monster is a large, scary imaginary creature.",term:monster (term_word)
vocab,3363,month,,A1,A month is one of 12 periods of time in one year.,term:month (term_word)
vocab,3364,monument,,B2,A monument is a structure that is built to remind people of a person or event.,term:monument (term_word)
vocab,3365,mood,,B2,Your mood is the way you are feeling.,term:mood (term_word)
vocab,3366,moon,,A1,The moon is an object that travels around our Earth.,term:moon (term_word)
vocab,3367,moral,,B2,A moral is a message at the end of a story that teaches you something.,term:moral (term_word)
vocab,3368,morale,,B2,Morale is the amount of hope that people have during a difficult situation.,term:morale (term_word)
vocab,3369,more,,A1,More means a greater amount.,term:more (term_word)
vocab,3370,moreover,,B2,Moreover is used to introduce information that adds to or supports what has previously been said.,term:moreover (term_word)
vocab,3371,morning,,A1,Morning is the time from sunrise to noon.,term:morning (term_word)
vocab,3372,mortal,,B2,"When a person is mortal, they cannot live forever.",term:mortal (term_word)
vocab,3374,mortgage,,B2,"A mortgage is a loan for property, especially a home or a business.",term:mortgage (term_word)
vocab,3375,mosquito,,A2,A mosquito is a small flying insect that bites.,term:mosquito (term_word)
vocab,3376,most,,A1,Most means the greatest amount or number.,term:most (term_word)
vocab,3377,mostly,,A2,Mostly means almost all or mainly.,term:mostly (term_word)
vocab,3378,moth,,B2,A moth is an insect similar to a butterfly that flies at night.,term:moth (term_word)
vocab,3379,mother,,A1,A mother is a female parent.,term:mother (term_word)
vocab,3380,motion,,B2,A motion is a movement that someone makes.,term:motion (term_word)
vocab,3381,motivate,,B2,To motivate means to give someone a reason to do something.,term:motivate (term_word)
vocab,3383,motor,,B2,A motor is a machine that makes something move.,term:motor (term_word)
vocab,3384,motorcycle,,A2,A motorcycle is a two-wheeled vehicle with an engine.,term:motorcycle (term_word)
vocab,3387,mound,,B2,A mound of something is a large pile of it.,term:mound (term_word)
vocab,3388,mountain,,A1,A mountain is a very high hill.,term:mountain (term_word)
vocab,3389,mourn,,B2,To mourn means to show or feel great sadness when you lose someone.,term:mourn (term_word)
vocab,3390,mouse,,A2,A mouse is a small rodent with a long tail.,term:mouse (term_word)
vocab,3391,mouth,,A1,The mouth is the opening in the face used for eating and speaking.,term:mouth (term_word)
vocab,3392,move,,A1,To move is to change position or place.,term:move (term_word)
vocab,3393,movement,,B2,A movement is a series of organized activities in which people work together to do or achieve something.,term:movement (term_word)
vocab,3394,movie,,A1,A movie is a recorded story shown on a screen.,term:movie (term_word)
vocab,3395,mow,,B2,To mow grass is to cut it to make it short.,term:mow (term_word)
vocab,3396,Mr.,,A1,Mr. is a title for a man.,term:mr (term_word)
vocab,3397,Mrs.,,A1,Mrs. is a title for a married woman.,term:mrs (term_word)
vocab,3398,Ms.,,A1,Ms. is a title for a woman.,term:ms (term_word)
vocab,3399,much,,A1,Much means a large amount.,term:much (term_word)
vocab,3400,mud,,B2,"Mud is soft, wet dirt.",term:mud (term_word)
vocab,3401,multicultural,,B2,"When something is multicultural, it relates to many different cultures.",term:multicultural (term_word)
vocab,3403,multinational,,B2,A multinational company or business has offices shops or factories in several countries.,term:multinational (term_word)
vocab,3406,multiply,,B2,To multiply is to increase in number.,term:multiply (term_word)
vocab,3407,multitude,,B2,A multitude of things or people is a very large number of them.,term:multitude (term_word)
vocab,3411,municipal,,B2,Municipal means that something belongs to a city or local government.,term:municipal (term_word)
vocab,3415,muscle,,B2,Muscle is a mass of tissue attached to bone that helps you move.,term:muscle (term_word)
vocab,3416,muscular,,B2,"When someone is muscular, they are very fit and strong.",term:muscular (term_word)
vocab,3417,museum,,A2,"A museum is a building that displays cultural, social, and scientific objects.",term:museum (term_word)
vocab,3418,mushroom,,B2,A mushroom is a fungus with a stem and a cap.,term:mushroom (term_word)
vocab,3419,music,,A1,Music is the sound made by singing or playing musical instruments.,term:music (term_word)
vocab,3420,musical,,A2,Musical means relating to music.,term:musical (term_word)
vocab,3421,must,,A1,Must is used to show that something is necessary.,term:must (term_word)
vocab,3424,my,,A1,My is used to show that something belongs to me.,term:my (term_word)
vocab,3425,mystery,,B1,A mystery is something that is difficult to understand or explain.,term:mystery (term_word)
vocab,3426,myth,,B2,A myth is a traditional story that explains a culture’s history and beliefs.,term:myth (term_word)
vocab,3427,nail,,A2,A nail is a thin piece of metal used to attach things.,term:nail (term_word)
vocab,3428,name,,A1,A name is a word used to identify a person or thing.,term:name (term_word)
vocab,3429,narrow,,B1,"A narrow object or space is thin, not wide.",term:narrow (term_word)
vocab,3430,nasty,,B2,"If something is nasty, then it is not nice or pleasant.",term:nasty (term_word)
vocab,3431,nation,,A2,A nation is a large area of land that is controlled by its own government.,term:nation (term_word)
